Id,SalePrice
1461,5596915.409078969
1462,6483642.881789789
1463,6567949.641694797
1464,6542016.87466968
1465,6201303.90833959
1466,6207315.041920295
1467,6306379.764185242
1468,5897471.270424359
1469,6455667.861191941
1470,5576412.9217044
1471,6665791.686546996
1472,5221225.314698558
1473,5357608.685449757
1474,6098108.341808302
1475,5015236.416766193
1476,8074978.666113539
1477,7056351.513611771
1478,7539741.417731417
1479,7520947.529994877
1480,10453218.287617952
1481,8246477.986873763
1482,6429729.37829954
1483,6192110.009106873
1484,5886505.050978791
1485,5640306.806437261
1486,6361836.851685509
1487,8339565.296780946
1488,7181586.413329808
1489,6184776.438291598
1490,6978170.5544895325
1491,6354275.932020355
1492,5324377.680861527
1493,6561903.217490828
1494,7939985.57293871
1495,8015143.292976931
1496,6990421.956357056
1497,6358122.898475762
1498,5641628.221408466
1499,5614731.873327855
1500,5749298.852439009
1501,6555676.407446135
1502,5348969.00249617
1503,7229852.734923013
1504,6964398.18150541
1505,7020737.351830687
1506,7432896.891295919
1507,8158982.7594598755
1508,7155320.913438231
1509,6190446.283411985
1510,6314720.218693279
1511,6221402.7648766525
1512,6962232.567018244
1513,6234503.792361399
1514,7140575.430102013
1515,7802977.004364636
1516,6238946.843454793
1517,6060856.165812176
1518,6773362.8978403285
1519,7288280.346437072
1520,5929308.236811103
1521,6077397.409310311
1522,6811359.337427938
1523,5573567.534344988
1524,5424119.9737766385
1525,5466043.815934144
1526,5424075.306093043
1527,5293882.981043341
1528,5754555.5061096735
1529,5987729.987191668
1530,6804149.641528249
1531,6495725.620090848
1532,5125503.032171356
1533,6288146.629423991
1534,5465994.990463309
1535,6390716.7094859015
1536,5677161.083355408
1537,5198608.671961304
1538,6070499.184153907
1539,6784194.068375377
1540,6588507.038120173
1541,6030465.799335085
1542,6371525.746432735
1543,6909582.572113119
1544,4833224.799985902
1545,5231585.217887608
1546,5519710.457133349
1547,5938895.141786218
1548,5822132.987222794
1549,5414038.636982674
1550,6161609.384351987
1551,5725674.153261723
1552,6646346.197192712
1553,5767648.24599728
1554,5363658.198292656
1555,6925865.551793465
1556,5242231.934849199
1557,6024194.8515014
1558,4939547.688988682
1559,5998240.832943175
1560,6427039.960649364
1561,7090126.185646633
1562,5293170.071029322
1563,5348425.430833684
1564,6670303.9074648805
1565,5964809.414165882
1566,7099695.781848762
1567,4869062.372224728
1568,7416965.6785283275
1569,6315108.034972116
1570,5403362.080865927
1571,5697180.831568677
1572,6113958.497973012
1573,7058913.464802127
1574,6118180.146075046
1575,7028257.8209422305
1576,7350602.685515352
1577,6146766.576775199
1578,5789865.365984341
1579,5728742.386166684
1580,6428570.371246185
1581,5631328.478061976
1582,5353474.264222939
1583,8494261.085054895
1584,7168306.762378674
1585,5485338.908586271
1586,4162856.0994592286
1587,4957785.969165634
1588,6166284.273805376
1589,5397350.940746788
1590,5675157.0415734295
1591,5026297.949840004
1592,5910568.134920465
1593,5143044.483584158
1594,6539097.924876565
1595,5896396.586112004
1596,7408606.266529353
1597,7271787.660909297
1598,6074372.649235239
1599,5892673.425571248
1600,6015870.915529087
1601,4379407.6658064
1602,5493952.736169554
1603,5067824.412136685
1604,7387366.944604469
1605,7099406.443985533
1606,6382171.667718327
1607,7781057.375626262
1608,6477661.591027658
1609,6013984.013188379
1610,5635805.408117734
1611,5939441.314062528
1612,6519573.390154926
1613,6490939.416150169
1614,5515952.529830452
1615,4998336.571557663
1616,4861189.149569988
1617,5147514.129000325
1618,5263850.911983615
1619,5381642.229279047
1620,7631066.468331292
1621,5745867.648767207
1622,6058563.327506475
1623,7549487.291897204
1624,7193230.6143779885
1625,5383765.163010322
1626,6867629.859692186
1627,6583535.859421337
1628,7634383.317986958
1629,5984568.513441186
1630,9160364.974768706
1631,6648084.719467832
1632,7210934.234155612
1633,5654214.95212305
1634,6415659.844237819
1635,6063281.448195826
1636,5880213.0145615935
1637,7038483.796690462
1638,7015049.845566278
1639,6985276.472828977
1640,8053668.667507686
1641,6897822.491385683
1642,6853756.447970971
1643,6796908.118294895
1644,6747248.4446364045
1645,7200438.715013044
1646,6087488.343713863
1647,6084680.765904415
1648,5852580.321447004
1649,5683906.015487768
1650,5536659.302389231
1651,5420824.939546712
1652,5148268.993289998
1653,5089956.768338339
1654,6090327.529702673
1655,5682759.168139426
1656,6012450.02272119
1657,6096711.46271136
1658,6028454.025094194
1659,5245847.479285333
1660,6023622.578290166
1661,9359589.650259899
1662,8593876.985810604
1663,8589310.587505806
1664,10170047.825045446
1665,7592471.163180387
1666,8087986.251668215
1667,8507164.055528287
1668,7875280.300963715
1669,7207670.435111852
1670,7864742.436244894
1671,7845231.704235975
1672,9727014.326588195
1673,7675694.912298052
1674,7314719.641102934
1675,6684648.969417566
1676,6643946.228196759
1677,6676418.967656739
1678,10041347.5127757
1679,8899792.973468231
1680,7945753.681004874
1681,6801154.600031879
1682,7782706.1574301645
1683,6486273.618528673
1684,5855469.617675152
1685,5895197.677582106
1686,5969941.908687675
1687,5543336.270784475
1688,6325752.71069086
1689,6247074.9539194275
1690,6131648.054622296
1691,5855107.847146463
1692,7004272.643855125
1693,5575582.228690492
1694,6158893.937409978
1695,5573482.553339805
1696,7899469.326938318
1697,5580252.628228951
1698,8754514.193794563
1699,8330606.804945607
1700,7531997.618919289
1701,7768059.047796929
1702,7483376.311821632
1703,7229328.366286237
1704,7744622.124748386
1705,6753401.087650675
1706,9628149.8598099
1707,6523949.624303184
1708,6591435.804385854
1709,7181714.919721289
1710,6719176.780380644
1711,6997703.242201552
1712,7470051.9168383945
1713,7578683.0327971
1714,7066215.614546416
1715,6430212.325197073
1716,6122823.717818432
1717,5901176.170490317
1718,5526955.7679954115
1719,6519737.500411151
1720,7189743.874599576
1721,5960430.233848324
1722,5431653.378520142
1723,6076650.702782184
1724,6768376.265067024
1725,7165301.643174443
1726,6363083.200178588
1727,6245860.620178601
1728,6077694.880306967
1729,5901830.181408362
1730,6055608.034709023
1731,5385207.538259549
1732,5672837.871432351
1733,5451429.639590796
1734,5588133.609280704
1735,5353196.684918437
1736,5178027.292975863
1737,8562357.868927142
1738,6943975.4043715075
1739,8557028.80701093
1740,7303443.603024708
1741,6552384.219125517
1742,6288811.581443708
1743,6104934.909083154
1744,7834164.5399017185
1745,7193162.31947819
1746,7210720.913141027
1747,7213607.709684979
1748,7732124.349221613
1749,6481332.801518837
1750,6165328.848305585
1751,7527930.8748480715
1752,5248830.350761997
1753,6680859.931691533
1754,7290840.709838828
1755,6579751.329261588
1756,5381645.338508271
1757,5163371.53027761
1758,6480869.592636807
1759,6836161.573895339
1760,6473250.2803008
1761,6460953.092031943
1762,6874229.101551479
1763,6571702.363214172
1764,5314430.291913595
1765,7295284.0022631865
1766,6829756.387446595
1767,7232881.535237329
1768,6032163.787466284
1769,6311419.770310858
1770,5587058.428023178
1771,5875655.6064531915
1772,6292708.532349747
1773,5852991.0254291445
1774,7512802.366841808
1775,5609959.86273066
1776,5454514.636693738
1777,5041905.377729103
1778,5629311.292162085
1779,5354877.21040209
1780,6065725.955426604
1781,5839302.084365912
1782,4970587.10395667
1783,5889438.255212674
1784,4929145.546817284
1785,5409981.74827962
1786,6949187.283296149
1787,6127921.4917312395
1788,4197840.563405413
1789,5083738.721038798
1790,4694543.381098356
1791,8102862.51047726
1792,6392288.452840054
1793,5801094.7066608835
1794,5595849.72885748
1795,5764442.2006248385
1796,5114340.221288346
1797,5904431.51937636
1798,5403061.078199629
1799,4923635.61809279
1800,5412516.368968664
1801,5923543.239766909
1802,6004838.638013337
1803,6530025.464198917
1804,5758699.250708481
1805,5638183.695006477
1806,5643449.189735835
1807,6649040.670667557
1808,5321285.594149647
1809,5346345.895723147
1810,5985010.1617052015
1811,5725767.116847517
1812,5496059.231418626
1813,5659972.846178543
1814,4990680.1973038
1815,4120039.4212348782
1816,4746865.314010888
1817,5982363.735561924
1818,6642573.164737975
1819,5421986.985137569
1820,4586137.0447402
1821,5621367.680896886
1822,6008709.354292991
1823,4315468.380790215
1824,5989188.510899359
1825,5835818.507266503
1826,5363459.030656291
1827,5266900.656145655
1828,6105469.316910582
1829,6092785.956811899
1830,6475927.168863274
1831,6304845.5687883105
1832,6548792.535317451
1833,6467420.465381093
1834,5555482.853566274
1835,6386448.7408632655
1836,6342694.687908728
1837,5058243.147782719
1838,5649037.70259775
1839,4584522.8345182035
1840,5952516.269825807
1841,5961589.926163515
1842,5068003.099337008
1843,6017319.198315142
1844,5348870.444214715
1845,6078818.08887977
1846,5937843.89122146
1847,6981978.648974193
1848,3987094.1054639807
1849,5379845.267858917
1850,5568437.913617294
1851,6002148.48529119
1852,5635671.06533603
1853,5694903.0614829995
1854,5801777.86480405
1855,5802613.780638991
1856,7006091.46066642
1857,6214793.890754566
1858,6608284.89570255
1859,5565558.6899515595
1860,6448404.525432516
1861,5534114.58950828
1862,8497840.925696224
1863,8497840.925696224
1864,8497840.925696224
1865,7802293.063745916
1866,7864017.228603683
1867,6927320.797052411
1868,7977243.804798372
1869,6570487.863660343
1870,6707366.752595821
1871,6950387.140344972
1872,5822559.489502627
1873,7128610.895675845
1874,5695829.572737031
1875,6813695.263890253
1876,6754121.813858701
1877,6952971.004304431
1878,6753924.284810256
1879,5429787.827104654
1880,5499506.311566262
1881,7780822.4612046555
1882,7336905.518653484
1883,6371884.146644985
1884,6770211.571140891
1885,7109614.424831001
1886,7846100.029844111
1887,6823504.438385459
1888,7511286.808407018
1889,5742981.0033678375
1890,5945789.500207411
1891,5565688.602459058
1892,5172456.945201077
1893,6139666.944022302
1894,6535811.031447509
1895,6487957.832438752
1896,5648230.114100626
1897,5743226.430234376
1898,5350621.358623067
1899,5637472.258662395
1900,5269193.561137769
1901,6198176.83640255
1902,6304618.982161174
1903,7296720.186822206
1904,5656260.058869911
1905,6738467.159914887
1906,6135096.395050921
1907,7498539.4055983815
1908,5201388.949827287
1909,5600624.19518218
1910,5447794.887097862
1911,6932142.5996331945
1912,8372309.81874679
1913,6901586.379121179
1914,4336989.513313845
1915,7406336.124979284
1916,4436675.530776629
1917,7275067.2615415715
1918,5564690.235410089
1919,6279886.172251822
1920,6866655.437666981
1921,8694992.198028723
1922,7671041.687060319
1923,7173385.498923324
1924,7252375.638208015
1925,6855743.441837048
1926,8590107.052624179
1927,5696972.2798584625
1928,6456855.619041676
1929,5200782.389838655
1930,5353954.440382063
1931,5637769.672994973
1932,5678123.277109856
1933,6671740.360327601
1934,6423498.966529952
1935,6079177.654077724
1936,6521221.301981417
1937,6313460.922635987
1938,6362865.306974659
1939,7119767.592683658
1940,6124715.216070648
1941,6257707.894826693
1942,6459846.396394929
1943,6303420.8697329555
1944,7846632.792608852
1945,8096026.754505917
1946,6523762.936038302
1947,7493863.543400846
1948,6641829.431583235
1949,7282423.236151131
1950,6449991.620793557
1951,8283469.772357412
1952,7651664.8375206515
1953,6419747.798365835
1954,6851393.182176802
1955,5712356.121231645
1956,9076246.113376003
1957,6446384.2104927115
1958,8207510.197182024
1959,6397837.989291279
1960,5304543.1777617
1961,5287146.753925934
1962,5166939.738904167
1963,5397294.358555431
1964,5625824.344669541
1965,5983841.443081893
1966,5673280.236473095
1967,7574375.308902958
1968,9539932.516449902
1969,8400359.271081893
1970,9356474.438139062
1971,9358468.430290403
1972,8521949.620829951
1973,7087921.75068696
1974,7965351.147119619
1975,9835347.12010567
1976,7543445.558878321
1977,8982567.01697501
1978,8720167.174230887
1979,7911259.871979199
1980,6388203.6991152335
1981,8231993.800898766
1982,6605170.890797503
1983,6376479.322823435
1984,6157353.096670957
1985,6986169.753793951
1986,7112858.258558378
1987,5989252.308849668
1988,5982399.076850226
1989,6314480.7420229595
1990,6752638.685271287
1991,6667834.747886198
1992,7058321.556861794
1993,5806703.875664787
1994,7460551.83509725
1995,6231356.077070231
1996,7775353.586761009
1997,7805209.577694735
1998,8665673.290699538
1999,7365633.552916776
2000,8083054.241028324
2001,7688575.183759663
2002,7210864.792304015
2003,7292227.909085199
2004,7326536.849801345
2005,6683842.864938401
2006,6494913.565768806
2007,7243766.435576867
2008,6444444.3748506475
2009,6411356.59551998
2010,6354395.908230003
2011,5656671.724100046
2012,5884353.84803853
2013,6256439.500884585
2014,6575079.205861434
2015,6492768.103268316
2016,6495811.725136511
2017,6543194.030900747
2018,5450244.607680419
2019,5435973.417913148
2020,5368776.775716139
2021,5169815.98919832
2022,6749401.4671385065
2023,6333948.068614742
2024,8152486.320347365
2025,9064149.431556124
2026,6069727.867347302
2027,5621122.674511898
2028,5842486.0310661215
2029,6212154.818262165
2030,7346773.397468368
2031,6692603.878695849
2032,6812939.932653744
2033,7185992.146137908
2034,6000873.1915966235
2035,6853455.445537737
2036,6633124.006364528
2037,6713638.014906287
2038,7652246.68429729
2039,6214402.39163197
2040,8923551.794000974
2041,7240623.21310081
2042,6595375.080767386
2043,6608329.006474631
2044,7110555.17040867
2045,7009250.739538062
2046,6749130.118345957
2047,6052956.59415609
2048,5554563.690942872
2049,7023018.2694807835
2050,6330388.000887016
2051,4695061.778744666
2052,5673705.466235954
2053,5833308.134370735
2054,4655648.958194088
2055,6612433.8711778745
2056,5636604.523014596
2057,5640124.130949205
2058,7250800.870182034
2059,5953021.796828706
2060,6625827.382397287
2061,7030169.243255205
2062,5816988.041231027
2063,4989550.851067184
2064,6051706.387999749
2065,5495095.617502434
2066,6796165.305815024
2067,5843870.417724483
2068,7146178.11353435
2069,4554363.872336352
2070,5300890.234933075
2071,4749272.732115019
2072,6648503.814022819
2073,5709291.648692016
2074,6500657.087317452
2075,5946641.131421749
2076,5372483.202808062
2077,6101189.645640714
2078,5534470.239626514
2079,5855825.274744928
2080,5234800.257749053
2081,5695599.604309149
2082,6776027.75125869
2083,6150336.834659126
2084,4986348.709545448
2085,5545094.830696508
2086,5187187.319095025
2087,5672241.627235433
2088,5630888.389276084
2089,4593817.243664298
2090,5679106.944335138
2091,5731671.967881778
2092,6208818.627208492
2093,6223798.609511776
2094,5122010.257079545
2095,6294746.4415852055
2096,4736154.600771828
2097,4996034.9086101055
2098,6394176.573831655
2099,4108716.8725983277
2100,5638567.305682866
2101,6100351.687636433
2102,5681602.738666177
2103,4877494.184882477
2104,7165164.570158355
2105,5617357.167022038
2106,5249071.933802506
2107,7578899.799582278
2108,5419193.944953866
2109,5402619.731705392
2110,5728136.256438531
2111,6021593.505642917
2112,6282675.765205933
2113,5494643.8320516385
2114,5334495.172430793
2115,6268156.480022091
2116,5266756.20135791
2117,6233573.307597151
2118,5573904.190834144
2119,5201524.825615503
2120,5296794.960985763
2121,5257293.432449568
2122,5409777.497434739
2123,4366015.727818273
2124,6762332.7135386355
2125,6825338.765558088
2126,6475990.345265457
2127,6850867.760981912
2128,5911475.146695284
2129,4916759.58585267
2130,5997213.655827537
2131,6516141.108968748
2132,5663606.660129249
2133,5470609.024103479
2134,5496414.174876275
2135,4830330.701444661
2136,5195652.519246211
2137,5432609.716282351
2138,5773569.393761858
2139,5860404.0040714145
2140,5637767.168959929
2141,5470901.477508055
2142,5706153.016095707
2143,5822990.334835649
2144,6116215.617565043
2145,5534331.1358713955
2146,6112464.863528689
2147,7031871.1810970735
2148,5795048.8892964795
2149,5809682.233887186
2150,6790666.390575783
2151,5080042.9948734995
2152,6557421.32244423
2153,6688889.181529526
2154,5100248.242134079
2155,5650381.2406168785
2156,8280100.254718132
2157,7468617.655416351
2158,7103047.0218225755
2159,6716681.163509559
2160,5729062.996487943
2161,7205930.694178076
2162,9598272.312043723
2163,7984880.623932317
2164,7156379.727498503
2165,6672774.943140764
2166,5787332.79364855
2167,6991501.378592189
2168,6746551.029466959
2169,6428264.3682775665
2170,6875722.75502024
2171,6056650.687897051
2172,5853291.851022398
2173,6245485.3374693
2174,7380207.9985118285
2175,7682599.508383319
2176,7925139.634133739
2177,7385163.420413023
2178,6567171.2454186585
2179,5495920.80928562
2180,7956394.025870239
2181,6477057.444513539
2182,7043281.189204073
2183,6387263.557683384
2184,5770734.423354121
2185,5509231.359973766
2186,6065237.655552886
2187,5923904.2127117235
2188,5796893.710603166
2189,9171186.336359417
2190,4699571.058112793
2191,4726392.136425985
2192,4923080.675912909
2193,4878679.235437311
2194,4660521.157682499
2195,5466688.735667143
2196,5251981.18502273
2197,5650161.835207382
2198,6118737.729775133
2199,6719194.478183838
2200,5564881.8462261595
2201,5617106.199900769
2202,5877719.286735678
2203,6181418.011790471
2204,6667523.869306752
2205,5653939.769317379
2206,5786879.877360864
2207,6581124.435410447
2208,7052690.100225102
2209,7633923.792431852
2210,5289859.876452476
2211,5148469.515722074
2212,5194088.314764256
2213,5155429.503550464
2214,6086951.858632451
2215,4977269.247633509
2216,6843322.182507992
2217,4443332.77763523
2218,5141691.30797247
2219,4834424.260769622
2220,4714556.308177613
2221,7441500.6786498055
2222,7381437.668913318
2223,8227353.012800649
2224,6840585.862684324
2225,5938386.956511049
2226,7486571.127068596
2227,6887940.95383339
2228,7259126.501427639
2229,6855622.843126809
2230,5606418.095137218
2231,6325383.825931629
2232,6637573.014791509
2233,6565132.1631548125
2234,6914170.859892517
2235,7303288.9584422
2236,7564632.193515478
2237,8648555.054284094
2238,6907664.997637184
2239,5401065.256231545
2240,6206822.412555167
2241,6501064.304171728
2242,5835219.156841889
2243,5803491.907339286
2244,5185098.711429162
2245,5056739.035200957
2246,5862869.933760319
2247,5064104.488760317
2248,5225043.0276668575
2249,5210170.462409943
2250,5433058.245322598
2251,6142323.052207282
2252,7095679.839975202
2253,5498530.851267749
2254,6117501.769069655
2255,6700895.800664807
2256,6050666.312896231
2257,7182920.427842487
2258,5866697.32040864
2259,6317752.778552208
2260,6126348.407465849
2261,5964352.6449788585
2262,6439695.991089204
2263,8174446.539864346
2264,9588212.51689926
2265,6796162.65173897
2266,7207609.411952611
2267,9249911.247031307
2268,8214313.321455378
2269,6145000.725215873
2270,6203293.793323876
2271,7315221.051101739
2272,7073519.090105988
2273,6239694.920159968
2274,6681411.906402964
2275,6735399.975433176
2276,6560921.203500563
2277,6957189.708651474
2278,6358659.36067209
2279,5317375.06587478
2280,5270585.79560459
2281,6301522.934536226
2282,6558874.621357828
2283,5410789.422327293
2284,5434911.224970318
2285,5702032.440548908
2286,5576485.568243645
2287,7955972.678938488
2288,7403215.33793835
2289,8711813.334805528
2290,9456637.557784345
2291,7860714.014192676
2292,8620465.421473963
2293,9827650.909329703
2294,8836103.439141357
2295,9658500.879193716
2296,7794685.655515321
2297,7460539.6987211425
2298,7762615.0868307
2299,9166573.30440818
2300,8305881.358565802
2301,7097488.326116832
2302,7548856.283277895
2303,7257375.044570383
2304,7111136.9169601165
2305,6627932.282151831
2306,6674343.531898735
2307,6656421.446286898
2308,6900367.309204359
2309,7267439.507539125
2310,6333653.8301288
2311,6797647.602023728
2312,6063361.910058107
2313,6009992.95379087
2314,5837404.240697559
2315,5959179.459439494
2316,6141678.561175313
2317,6457605.393522808
2318,5998250.739125393
2319,5882655.4179419745
2320,6038872.057818115
2321,7132907.521758348
2322,6060567.953710338
2323,5834876.584038509
2324,5609852.580207735
2325,6678873.378259195
2326,5572868.4972119685
2327,6583050.384026034
2328,6908159.549465511
2329,6458407.765313305
2330,6454519.034419144
2331,9017007.323943302
2332,9178661.736863513
2333,8449563.358238202
2334,7577807.354705242
2335,7385872.1927261315
2336,8709798.078776179
2337,6463283.210427135
2338,7442617.0053565055
2339,6819654.981766364
2340,8775406.455466207
2341,6718043.240489479
2342,6992551.769296328
2343,7066342.78640043
2344,6917845.387677608
2345,7096961.957097387
2346,6376345.369821114
2347,6375799.169958388
2348,6731983.080860127
2349,6105815.313208526
2350,7231532.605924981
2351,6922202.477828285
2352,7266839.929171501
2353,7923997.773106389
2354,5448690.881672973
2355,5502872.633803204
2356,6039075.565358482
2357,6654018.123802228
2358,6675901.191059219
2359,5503011.713156896
2360,5246667.176567595
2361,5999153.020679038
2362,7993598.733280778
2363,5822083.198064284
2364,6087023.450091112
2365,6666110.649430776
2366,5897905.48592999
2367,6724669.113470351
2368,6604489.69240384
2369,6723006.043113725
2370,6194904.655835541
2371,6216023.518599363
2372,6482743.82808543
2373,7232494.242769647
2374,8169586.8850587625
2375,6662120.076515803
2376,8930467.329627974
2377,9257741.24048781
2378,5655792.269926617
2379,7939952.4969711285
2380,5911023.423053069
2381,6555515.300090378
2382,6648681.822384013
2383,6879336.0662251655
2384,7402162.237894688
2385,5976480.546416391
2386,5766301.383390602
2387,5676380.424124232
2388,5191611.399090204
2389,5585100.710320061
2390,5745724.396231264
2391,5887240.053581074
2392,5113171.33007537
2393,6107096.493157042
2394,5777779.423364589
2395,7096312.258185681
2396,6052719.102423513
2397,7251856.300716538
2398,5402196.170543002
2399,4512876.257070614
2400,4230837.091607273
2401,5053588.4660153
2402,5757071.018401528
2403,6830818.519724669
2404,5981893.7503191065
2405,6289413.371764185
2406,5481849.233353451
2407,5623736.257632703
2408,5885057.876528056
2409,5674754.07553174
2410,7000411.47472799
2411,5326576.229083812
2412,6419685.520743435
2413,5869641.405551737
2414,5651395.155533021
2415,6708780.460783703
2416,5426096.074354248
2417,5417187.282177508
2418,5254038.530736318
2419,6193549.341050401
2420,5483566.4211575445
2421,6550858.798559461
2422,5460427.734428285
2423,5814777.62907083
2424,6394764.862549517
2425,8537475.76637662
2426,6229265.896638146
2427,5598916.456693975
2428,6411556.1239240095
2429,5152986.2125453
2430,5537896.771652015
2431,5800032.027136831
2432,5593603.927165249
2433,5877115.670408728
2434,6051157.388870759
2435,6453401.429114673
2436,4599797.087389078
2437,5092826.451793207
2438,5420732.522371607
2439,5352963.068875428
2440,5808513.680185037
2441,5525427.848796714
2442,5158129.672300391
2443,5455728.462917119
2444,5580428.106463516
2445,5132713.767981846
2446,6372260.699463055
2447,6462897.239443431
2448,6014650.531846087
2449,5531455.147851091
2450,6354583.087690126
2451,5658610.939571315
2452,7308149.478006311
2453,4664729.652886573
2454,5351043.650329223
2455,5348836.676400851
2456,6057221.973045591
2457,5488425.896579929
2458,5290582.547316227
2459,5015503.064216429
2460,5964024.70662307
2461,5478033.712805463
2462,5850091.652189214
2463,5633783.701091286
2464,7113683.617366226
2465,5786547.915099654
2466,5717432.833825812
2467,5700175.517096449
2468,5180076.596284071
2469,5443640.573890017
2470,7402501.002537195
2471,6733693.13385761
2472,7271137.175435245
2473,5852852.970710825
2474,5735397.32563705
2475,7393701.792868322
2476,5560236.025097141
2477,5644091.363058994
2478,6718413.649678761
2479,5580861.796931677
2480,5572943.920740042
2481,5682139.1251164805
2482,5484407.379699469
2483,5177264.704644974
2484,5591899.496073503
2485,5303255.458303884
2486,6166002.084713895
2487,8055441.337311499
2488,5505014.311514448
2489,6140818.504015192
2490,5902982.100533217
2491,4792976.86481769
2492,6585556.988493379
2493,5745092.484377185
2494,6701377.568753015
2495,5359129.324916067
2496,7989246.336757965
2497,6393937.097884376
2498,5237856.013236698
2499,4646294.310327116
2500,5590332.152995013
2501,6140915.286362363
2502,6281357.936222907
2503,5687744.1945266
2504,6724373.20984165
2505,6857530.876440989
2506,7372607.042838033
2507,8238726.605858397
2508,7365101.503242217
2509,7036888.583605014
2510,6823690.629300963
2511,6152030.984114187
2512,6608423.788114382
2513,7022686.950844429
2514,6850331.5357224215
2515,5895083.366941057
2516,5854262.771068983
2517,5630088.307264546
2518,5814071.384533346
2519,6903972.772015225
2520,6705062.952646194
2521,6330665.376264427
2522,6982584.926210124
2523,5409445.788978143
2524,5680957.227294102
2525,5793970.368589224
2526,5892865.71668515
2527,5152506.440441653
2528,5317409.846346701
2529,5528419.985485839
2530,5344623.59128554
2531,7542733.07380783
2532,7007520.734792069
2533,6627768.576596901
2534,7102426.914723469
2535,8377141.274116924
2536,7224340.820146076
2537,6676879.013205562
2538,5983220.497366857
2539,6230621.43052003
2540,6185903.054021394
2541,5985037.559395114
2542,5970679.374047713
2543,5754998.75891532
2544,5707794.870141236
2545,5884597.090852834
2546,6007403.247520516
2547,5777526.871534519
2548,6491764.967869014
2549,6036208.249024376
2550,16512531.8123261
2551,5549960.453411777
2552,5410576.608711887
2553,4757057.9865531735
2554,5535320.669637449
2555,4870345.055752026
2556,5028945.3559182435
2557,5462074.097223384
2558,7730910.792548627
2559,6197488.205761207
2560,5507434.922031911
2561,5090592.455042081
2562,5562588.575342812
2563,5586769.112151552
2564,6191278.587175803
2565,5183798.61621508
2566,6314032.800072584
2567,5853724.763035199
2568,7034977.157604206
2569,6757151.606963888
2570,5286780.545039492
2571,7065810.954624424
2572,5752379.321248999
2573,7461810.036530824
2574,7774484.3531674985
2575,5746233.251520863
2576,5814709.208597986
2577,6609275.155512577
2578,4762074.95765903
2579,4313258.798740774
2580,6321609.8981628455
2581,6244777.765337298
2582,5443593.749346549
2583,7480471.755534265
2584,6234746.034730686
2585,6802882.682420518
2586,6879572.463207688
2587,6895231.809638238
2588,5373825.469795106
2589,5869927.252323598
2590,7053053.525780741
2591,7671653.417812433
2592,6966426.074643893
2593,6912415.54835251
2594,6174845.392454881
2595,6345096.192395553
2596,8421064.766498638
2597,6686617.754507082
2598,7797818.705783227
2599,7730797.421649506
2600,7038312.3731906
2601,5431710.873791827
2602,5112259.963001402
2603,5178497.6552356575
2604,5076471.35659536
2605,5071949.067654258
2606,6013340.986085717
2607,7045662.407918064
2608,7307918.775037209
2609,6041794.913470708
2610,4981793.54316286
2611,6867535.41563159
2612,6153423.857548511
2613,5250590.446813935
2614,5302471.163282592
2615,6207395.367028033
2616,5697532.189463627
2617,7761685.521082073
2618,7268997.787399372
2619,7484785.115509981
2620,6352629.011051759
2621,6170436.818316121
2622,6464969.482473323
2623,7086731.408746209
2624,8032657.440798754
2625,8643442.723858953
2626,6053954.245683586
2627,5953521.721458089
2628,8921083.561146408
2629,9509614.092504846
2630,7837013.235619288
2631,9273353.688990239
2632,8604631.56209243
2633,7539486.254210563
2634,8465636.11737953
2635,6054139.7022049315
2636,6740648.138964061
2637,6271381.645889379
2638,7523269.217961848
2639,6704863.045878189
2640,6112486.104821375
2641,5293390.696803028
2642,6827430.168258961
2643,5370758.554751476
2644,5909422.70114366
2645,5169432.923974263
2646,5104348.4534640275
2647,5483351.886479013
2648,5816756.020708295
2649,5964208.416239429
2650,5504974.941815414
2651,5935258.739544833
2652,8846453.836825276
2653,7190992.502754996
2654,7434951.241530523
2655,8585799.04568619
2656,7587764.826165238
2657,8061999.813481849
2658,7502101.835536871
2659,7550392.370202912
2660,8248960.783848168
2661,8121435.10079466
2662,8152587.283459675
2663,7647183.072993165
2664,7083185.973118352
2665,7884912.474986885
2666,7432267.1258424185
2667,5828954.318576833
2668,5921617.234968964
2669,6212345.426151825
2670,7571159.4557247255
2671,5963119.390092399
2672,6330410.08294531
2673,6803494.358255681
2674,6848331.073586438
2675,5829007.96455976
2676,6177956.201291515
2677,6799386.124584416
2678,7488051.099826008
2679,7493612.225918468
2680,7709359.49852627
2681,9305008.73391323
2682,8632846.999586064
2683,10376388.342663022
2684,8280248.367502514
2685,8665395.724817576
2686,7204216.883278983
2687,7765763.4777969625
2688,6672957.670189219
2689,6206931.603740549
